Perusahaan,Sektor
PT Patih Indo Permai,Travel / Tourism
PT Patlite Indonesia,Electrical & Electronics
PT Patner Sukses Indonesia,Human Resources Management/Consulting
PT Patochemi Murni Aditama,General & Wholesale Trading
PT Patra Badak Arun Solusi,Construction / Building / Engineering
PT Patra Drilling Contractor,Oil/Gas/Petroleum
PT Patra Jasa,Hotel/Hospitality
PT Patra Jasa,Hotel/Hospitality
PT PATRA LOGISTIK,Transportation/Logistics
PT Patra Nusa Data,Oil/Gas/Petroleum
PT Patra SK,Oil/Gas/Petroleum
PT Patra Supplies And Services,Food & Beverage/Catering/Restaurant
PT Patra Teknik (Surabaya),Manufacturing / Production
PT Patra Telekomunikasi Indonesia,Telecommunication
PT Patra Trading,Oil/Gas/Petroleum
PT Patrako Motor Abadi,Automobile / Automotive Ancillary / Vehicle
PT Patratek Mezatoi Indonesia,Automobile / Automotive Ancillary / Vehicle
PT Patria Anugrah Sentosa,Automobile / Automotive Ancillary / Vehicle
PT Patria Anugrah Sentosa ( PAS ),Automobile / Automotive Ancillary / Vehicle
PT Patriot Aprilia Parulian,General & Wholesale Trading
PT Patriot Cinta Nusantara,Construction / Building / Engineering
PT Patriot Medika Nusantara,BioTechnology/Pharmaceutical/Clinical research
PT Patroon Arsindo,Construction / Building / Engineering
PT Pattaya,Food & Beverage / Catering / Restaurant
PT PATTINDO,Construction/Building/Engineering
PT Paul Buana Indonesia,Manufacturing / Production
PT Paul Master Energy Invesments,Utilities/Power
PT Paula Jaya,Construction/Building/Engineering
PT Pauley Indopac,General & Wholesale Trading
PT Pauline Boga Utama,General & Wholesale Trading
PT Paulmon Global,Construction/Building/Engineering
PT Pavaroti Bakar,Food & Beverage/Catering/Restaurant
PT Pavindo Mitra Abadi,Hotel / Hospitality
PT Pawer Watt Indonesia,Heavy Industrial/Machinery/Equipment
PT Paxcis Identity,Consulting (Business & Management)
PT Payfazz Teknologi Nusantara,Computer/Information Technology (Software)
PT Payride Media Indonesia,Computer/Information Technology (Software)
PT Payung Pusaka Mandiri,General & Wholesale Trading
PT Payungplast Abadi,Manufacturing / Production
PT Pazia Pillar Mercycom,Computer/Information Technology (Hardware)
PT PBB Tour & Travel,Travel / Tourism
PT PBM Olah Jasa Andal,Utilities/Power
PT PCI Elektronik Internasional,Electrical & Electronics
PT PCM Kabel Indonesia,Manufacturing/Production
PT PCU Indonesia,Agricultural / Plantation / Poultry / Fisheries
PT PD PATI (Medan),Agricultural / Plantation / Poultry / Fisheries
PT PD Safety Indonesia,Environment/Health/Safety
PT PDB Jaya,Manufacturing / Production
PT PDM Indonesia,Manufacturing / Production
PT PDM International Indonesia,Architectural Services/Interior Designing
PT PDPDE GAS,Oil / Gas / Petroleum
PT Peabody Mining Services,Mining
PT PeacBromo,Consulting (Business & Management)
PT Peak Multi Dinamika,General & Wholesale Trading
PT Peak Securities,Stockbroking / Securities
PT Pec-Tech Services Indonesia,Heavy Industrial/Machinery/Equipment
PT Peduli Anak Indonesia,Education
PT Peek a Boo,Education
PT Peergen Indonesia,Wood / Fibre / Paper
PT PEFINDO Biro Kredit,Banking/Financial Services
PT Pegadaian (Persero),Banking/Financial Services
PT Pegadaian (Persero) Kantor Wilayah VI Makassar,Others
PT Pegasus Graha Indah,Manufacturing/Production
PT Pegasus Keramik Terbaik,Manufacturing/Production
PT Pegasus Mitra Abadi,Manufacturing/Production
PT PEGASUS PRIMA SENTOSA,Accounting/Audit/Tax Services
PT PEGASUS PRIMA SENTOSA (PPS),Others
PT PEGASUS PRIMA SENTOSA GONDOKUSUMAN,Accounting/Audit/Tax Services
PT Pejanggik Cakra Buana,Entertainment/Media
PT Pejaten Jaya Abadi,Construction/Building/Engineering
PT Pekanbaru Permai Propertindo,Property/Real Estate
PT Pekanbaru Permai Propertindo (Pekanbaru),Property/Real Estate
PT Pekat Teknologi Indonesia,Computer/Information Technology (Software)
PT Peksi Andaru Sakti,Construction/Building/Engineering
PT Peksi Guna Raharja,Agricultural/Plantation/Poultry/Fisheries
PT Pela Sembilan,Healthcare/Medical
PT Pelabuhan Indonesia I ( Persero ) Medan,Marine / Aquaculture
PT Pelabuhan Indonesia I (Persero),Marine/Aquaculture
PT Pelabuhan Indonesia II,Transportation / Logistics
PT Pelabuhan Penajam Banua Taka,Oil / Gas / Petroleum
PT Pelabuhan Tegar Indonesia,Transportation/Logistics
PT Pelangi Bangsa,Education
PT Pelangi Central Design,Printing / Publishing
PT Pelangi Cimandiri Textile,Textiles / Garment
PT Pelangi Elasindo,Textiles/Garment
PT Pelangi Emas Indonesia,Retail/Merchandise
PT Pelangi Fortuna Global,Human Resources Management/Consulting
PT Pelangi Fortuna Global (Yogyakarta),Human Resources Management / Consulting
PT Pelangi Indah Canindo Tbk,Manufacturing/Production
PT Pelangi Indah Jaya,Manufacturing / Production
PT Pelangi Integrasi Optima,Consulting (Business & Management)
PT Pelangi Inti Nusa,Manufacturing / Production
PT Pelangi Kasih Abadi,Food & Beverage/Catering/Restaurant
PT Pelangi Mega Holiday,Travel / Tourism
PT PELANGI MILENIAL KREASINDO,Exhibitions/Event management/MICE
PT Pelangi Mitra Solusi,Architectural Services/Interior Designing
PT Pelangi Nusa Gemilang,Printing / Publishing
PT Pelangi Nusa Persada,Textiles/Garment
PT Pelangi Prima Sejati,Manufacturing / Production
PT Pelangi Printing Indonesia,Printing / Publishing
PT Pelangi Sentral Kreasi (Jakarta),Accounting/Audit/Tax Services
PT Pelangi Sukses Indonesia Makassar,Printing/Publishing
PT Pelat Timah Nusantara Tbk,Mining
PT Pelayaran Alkan Abadi,Transportation / Logistics
PT Pelayaran Armada Maritim Nusantara,Heavy Industrial/Machinery/Equipment
PT Pelayaran Arung Samudra Perkasa (PT Armada Arung Samudra,Manufacturing / Production
PT Pelayaran Bintang Timur,Aerospace / Aviation / Airline
PT Pelayaran Borneo Karya Swadiri,Others
PT Pelayaran Caraka Tirta Perkasa,Transportation/Logistics
PT Pelayaran Ekanuri Indra Pratama,Transportation / Logistics
PT Pelayaran Flora Bahari Marine Services,Transportation / Logistics
PT Pelayaran INDX Lines,Transportation/Logistics
PT Pelayaran Kanaka Dwimitra Manunggal,Transportation / Logistics
PT Pelayaran Kapuas Jaya Samudera,Marine / Aquaculture
PT Pelayaran Kartika Samudra Adijaya,Transportation/Logistics
PT Pelayaran Kurnia Lautan Semesta,Transportation/Logistics
PT Pelayaran Loma Sasta,Transportation / Logistics
PT Pelayaran Mahameru Kencana Agri,Marine / Aquaculture
PT Pelayaran Menaratama Pasifik Indah,Transportation / Logistics
PT Pelayaran Mitrabahari Sentosa,Transportation/Logistics
PT Pelayaran MitraBahari Sentosa Cabang Banjarmasin,Aerospace / Aviation / Airline
PT Pelayaran Nasional Bina Buana Raya Tbk,Marine/Aquaculture
PT Pelayaran Nasional Samudra Tujuh,Transportation/Logistics
PT Pelayaran Nasional Sumber Maritim,Transportation / Logistics
PT Pelayaran Parnaraya Nusantara,Others
PT Pelayaran Sakti Inti Makmur (Palembang),Marine/Aquaculture
PT Pelayaran Samudera Selatan,Transportation/Logistics
PT Pelayaran Sandidewa Samudera,Transportation / Logistics
PT Pelayaran Sinarsamudra Tripratama,Transportation/Logistics
PT Pelayaran Sukses Sindo Damai,Transportation/Logistics
PT Pelayaran Sumatra Wahana Perkasa,Oil/Gas/Petroleum
PT Pelayaran Sumber Rejeki Bahari Permaii,Marine/Aquaculture
PT Pelayaran Tamarin Samudra,Transportation / Logistics
PT Pelayaran Taruna Kusan Jaya,Transportation/Logistics
PT Pelayaran Tempuran Emas Tbk ( Surabaya ),Transportation/Logistics
PT Pelayaran Tempuran Emas Tbk (Temas Group),Transportation/Logistics
PT Pelayaran Timur Asrilaut,Transportation / Logistics
PT Pelayaran Umum Indonesia,Transportation/Logistics
PT Pelayaran Victoria Internusa Perkasa,Marine/Aquaculture
PT Pelayaran Wisata Laut Varuna Sakti,Travel / Tourism
PT Pelikan Indonesia,Retail / Merchandise
PT Pelindo Properti Indonesia,Property/Real Estate
PT Pelita Abadi Sejahtera,General & Wholesale Trading
PT Pelita Air Service,Aerospace/Aviation/Airline
PT PELITA ANUGERAH EXPRESS,Transportation / Logistics
PT Pelita Biomedical,Healthcare / Medical
"PT Pelita Boga Lestari(Die Stube, German Resto n Bar)",Food & Beverage / Catering / Restaurant
PT Pelita Cengkareng Paper,Manufacturing/Production
PT Pelita Cerdas Edukasi,Education
PT Pelita Enamelware Industry Co,Manufacturing/Production
PT Pelita Husada Lestari,Manufacturing / Production
PT Pelita Lestari Nusantara,Property/Real Estate
PT Pelita Makmur Makassar,Retail/Merchandise
PT Pelita Makmur Perkasa,Manufacturing / Production
PT PELITA MANDIRI SENTOSA,Others
PT Pelita Media Nusantara,General & Wholesale Trading
PT Pelita Mekar Semesta,Polymer/Plastic/Rubber/Tyres
PT Pelita Pendidikan Kulim,Education
PT Pelita Reliance International Hospital,Healthcare/Medical
PT Pelita Samudera Shipping (Kalimantan Timur),Marine / Aquaculture
PT Pelita Samudera Shipping Tbk,Transportation/Logistics
PT Pelita Surya International,General & Wholesale Trading
PT Pelita Trans Logistics,Transportation/Logistics
PT Pelita Wahana Kencana,Education
PT Pelitamaju Multiswakarsa,Hotel/Hospitality
PT Pelitawisata Indah,Travel / Tourism
PT PeMad International Transearch,Others
PT Pemalang Batang Tol Road,Construction/Building/Engineering
PT Pemara Labels Indonesia,Printing/Publishing
PT Pembangunan Buana Jaya,Construction / Building / Engineering
PT Pembangunan Graha Lestari Indah,Hotel/Hospitality
"PT Pembangunan Jaya Ancol, Tbk",Property/Real Estate
PT Pembangunan Properti Indonesia,Property / Real Estate
PT Pembangunan Sarana Perkasa,Mining
PT Pemeringkat Efek Indonesia (PEFINDO),Consulting (Business & Management)
PT Pemindo,Manufacturing / Production
PT Pemphigous Graha Dinata,Manufacturing/Production
PT Pemuda Baja Raya,Manufacturing / Production
PT Pemuda Depok,Property/Real Estate
PT Pemukasakti Manisindah,Agricultural/Plantation/Poultry/Fisheries
PT Pemukasakti Manisindah (Lampung),Agricultural/Plantation/Poultry/Fisheries
PT PEN Indonesia,Oil/Gas/Petroleum
PT Penak Nata Barokah,Retail/Merchandise
PT Penata Inti Group,General & Wholesale Trading
PT Penata Karya Keluarga Utama,Construction / Building / Engineering
PT Penata Kreatif Komunika,Advertising/Marketing/Promotion/PR
PT Pencil Lead Indonesia,Manufacturing/Production
PT Pendanaan Teknologi Nusa,Banking/Financial Services
PT Pendawa Jaya Bali,General & Wholesale Trading
PT Pendawa Mas,General & Wholesale Trading
PT Pendawa Untung Bersama,Food & Beverage/Catering/Restaurant
PT Pendekar Bodoh,Food & Beverage / Catering / Restaurant
PT Pendekar Bodoh (Surabaya),Food & Beverage/Catering/Restaurant
PT Pendekar Kuda Emas,Others
PT Pendidikan Anak Makmur Jaya,Education
PT Pendidikan Bintang Fajar Indonesia,Education
PT Pendidikan Ganesha Operation,Education
PT Pendidikan Maritim & Logistik Indonesia,Consulting (Business & Management)
PT Penebar Swadaya,Printing / Publishing
PT Penerbit Buku Duta,Education
PT Penerbit Duta ( Bali ),Printing/Publishing
PT Penerbit Erlangga,Printing/Publishing
PT Penerbit Erlangga Bandung,Printing / Publishing
PT Penerbit Erlangga Cab. Pekanbaru,Printing / Publishing
PT Penerbit Erlangga Cabang Pekanbaru,Retail / Merchandise
PT Penerbit Erlangga Cabang Semarang,Printing/Publishing
PT Penerbit Erlangga Mahameru Lampung,Printing / Publishing
PT Penerbit Erlangga Mahameru Makasar,Printing / Publishing
PT Penerbit Erlangga Mahameru Palembang,Printing/Publishing
PT Penerbit Erlangga Mahameru Pontianak,Printing / Publishing
PT Penerbit Erlangga Mahameru Surakarta,Printing / Publishing
PT Penerbit Erlangga Surabaya,Printing / Publishing
PT Penerbit Erlangga Yogyakarta,Printing / Publishing
PT Penerbit Lentera Abadi,Printing/Publishing
PT Penerbitan Harian Waspada (Waspada Online),Advertising / Marketing / Promotion / PR
PT Penerbitan Pelangi Indonesia,Printing/Publishing
PT Penestanan Manajemen Servis,Hotel/Hospitality
PT Penetron Indonesia,Construction/Building/Engineering
PT Penexindo Lestari,Accounting/Audit/Tax Services
PT Pengelola Limbah Kutai Kartanegara,Environment/Health/Safety
PT Pengelola Pusat Belanja ( Mall @Bassura ),Property/Real Estate
PT PENGELOLA SENOPATI SADUTI,Consulting (Business & Management)
PT Pengemasan Reksa Madya Jaya,Consumer Products/FMCG
PT Pengemasan Reksa Madya Jaya (Surabaya),Repair & Maintenance Services
PT Pengembang Lintas Pengetahuan,Consulting (Business & Management)
PT Pengembang Pelabuhan Indonesia,Others
PT Pengembangan Investasi Riau,Food & Beverage/Catering/Restaurant
PT Pengembangan Manajemn Terapan,Consulting (Business & Management)
PT Pengembangan Profesional Indonesia,Human Resources Management/Consulting
PT Pengerukan Indonesia,Construction/Building/Engineering
PT Pengolahan Limbah Industri Bekasi,Heavy Industrial/Machinery/Equipment
PT Pengsulindo,General & Wholesale Trading
PT Penguin Trading,Manufacturing/Production
PT Penilai Arta Sedaya(KJPP Panangian Simanungkalit & Rekan),Accounting / Audit / Tax Services
PT Penilai Harga Efek Indonesia,Consulting (Business & Management)
PT Penjaminan Infrastruktur Indonesia (Persero),Banking/Financial Services
PT Penjaminan Jamkrindo Syariah,Banking/Financial Services
PT Penjuru Bisnis Indonesia,Consulting (Business & Management)
PT Penlenindo Saranabakti,Retail/Merchandise
PT Penny Roos,Food & Beverage / Catering / Restaurant
PT Penstone Auto Indonesia,Accounting/Audit/Tax Services
PT Penta Adi Samudera,Property/Real Estate
PT Penta Artha Impressi,Automobile/Automotive Ancillary/Vehicle
PT Penta Bali Media ( Klinik Penta Medica ),Healthcare/Medical
PT Penta Berkat,Property / Real Estate
PT Penta Chemicals Indonesia,Chemical / Fertilizers / Pesticides
PT Penta Global Technology,"Consulting (IT, Science, Engineering & Technical)"
PT Penta Jaya Laju Motor,Manufacturing/Production
PT Penta Mandah Sejahtera,Construction/Building/Engineering
PT Penta Mega Sukses,Property / Real Estate
PT Penta Mitra Sejahtera,Consulting (Business & Management)
PT Penta Pilar Integrasi,Computer / Information Technology (Software)
PT Penta Pilar Mandiri,Arts/Design/Fashion
PT Penta Piramida Kencana,General & Wholesale Trading
PT Penta Power Indonesia,General & Wholesale Trading
PT Penta Software Indonesia,Computer / Information Technology (Software)
PT Penta Valent,General & Wholesale Trading
PT Penta Valent ( Yogyakarta ),BioTechnology / Pharmaceutical / Clinical research
PT Penta Valent Bali,BioTechnology/Pharmaceutical/Clinical research
PT Penta Valent Makassar,Transportation/Logistics
PT Penta Victorindo Suksestama,Electrical & Electronics
PT Pentabiz International,Consumer Products/FMCG
PT Pentacom Talenta Asia,Computer/Information Technology (Software)
PT Pentagim Digital Interaktif (GAME5MOBILE),Computer/Information Technology (Software)
PT Pentagon Logistics,Transportation/Logistics
PT Pentagraph Jaya Satria,Printing/Publishing
PT Pentair Eurapipe Indonesia,Semiconductor / Wafer Fabrication
PT Pentakon,Construction/Building/Engineering
PT Pentamapan Cemerlang,Printing/Publishing
PT Pentaplast Multijaya,Accounting / Audit / Tax Services
PT Pentaprima Hutamamandiri,Construction / Building / Engineering
PT Pentawira Cipta Indonesia,Exhibitions/Event management/MICE
PT Pentawira Cipta Laras Indonesia,Exhibitions / Event management / MICE
PT Pentayasa,Construction / Building / Engineering
PT Pentens Indonesia,Heavy Industrial / Machinery / Equipment
PT Pentra Unggul Sejati,Manufacturing/Production
PT Pentraco Karya Adiprestasi,Construction/Building/Engineering
PT Penuai Berkat Mandiri,Insurance
PT Penuai Berkat Mandiri,Insurance
PT Penyelenggara Program Perlindungan Investor Efek Indonesia,Others
PT Penz Star Panca Persada,Oil/Gas/Petroleum
PT People Prime Consultant,Consulting (Business & Management)
PT People Search Indonesia,Consulting (Business & Management)
PT Peopleprintworks Indografika,Printing / Publishing
PT PeopleSource Indonesia,Human Resources Management / Consulting
PT Pepperl and Fuchs Bintan,Manufacturing / Production
PT Pera Pera Nusantara,Others
PT Peraga Nusantara Jaya Sakti,Exhibitions/Event management/MICE
PT Peralatan Pelabuhan Global,Heavy Industrial/Machinery/Equipment
PT Perama Swara Tour & Travel,Travel / Tourism
PT Perca Group,Printing / Publishing
PT Percetakan Karya Gunung Mas Agung,Accounting / Audit / Tax Services
PT Percetakan Proprinthings Indonesia,Printing / Publishing
PT Percie Calistha Selaras,Property/Real Estate
PT Perdana Andalan Air Service,Aerospace/Aviation/Airline
PT Perdana Bangun Pusaka (Makassar),Transportation / Logistics
PT Perdana Bangun Pusaka (Medan),Printing / Publishing
PT Perdana Bangun Pusaka Tbk,Retail/Merchandise
PT Perdana Citra Komputer Indonesia,Computer/Information Technology (Software)
PT Perdana Duta Persada,Education
PT Perdana Global,Construction/Building/Engineering
PT Perdana IMMG Indonesia,Entertainment/Media
PT Perdana Jatiputra,Heavy Industrial / Machinery / Equipment
PT Perdana Jaya,Computer / Information Technology (Hardware)
PT Perdana Karya Perkasa Tbk,Mining
PT Perdana Karya Utama,General & Wholesale Trading
PT Perdana Makmur Jaya,Construction/Building/Engineering
PT Perdana Mandiri,Manufacturing / Production
PT Perdana Mulia Abadi (Urban Kitchen),Food & Beverage/Catering/Restaurant
PT Perdana Perkasa Elastindo ( Persaels ) Bandung,Human Resources Management / Consulting
PT Perdana Perkasa Elastindo ( Persaels ) Medan,Human Resources Management / Consulting
PT Perdana Perkasa Elastindo ( Persaels )Denpasar,Human Resources Management / Consulting
PT Perdana Perkasa Elastindo ( Persaels )Palembang,Human Resources Management / Consulting
PT Perdana Perkasa Elastindo (Malang),Human Resources Management / Consulting
PT Perdana Perkasa Elastindo (Persaels),Human Resources Management/Consulting
PT Perdana Perkasa Elastindo (PERSAELS) Balikpapan,Human Resources Management/Consulting
PT Perdana Perkasa Elastindo (PERSAELS) Banjarmasin,Human Resources Management / Consulting
PT Perdana Perkasa Elastindo (PERSAELS) Makassar,Human Resources Management / Consulting
PT Perdana Perkasa Elastindo (Surabaya),Human Resources Management/Consulting
PT Perdana Perkasa Mandiri,Human Resources Management / Consulting
PT Perdana Rancangbangun Utama (PROBUILDER GROUP),Construction/Building/Engineering
PT Perdana Raya Mandiri,Automobile/Automotive Ancillary/Vehicle
PT Perdana Sakti Indonesia,Healthcare / Medical
PT Perdana Sekawan Abadi Teknik,Construction / Building / Engineering
PT Perdana Selaras Perkasa,Food & Beverage/Catering/Restaurant
PT Perentjana Djaja,"Consulting (IT, Science, Engineering & Technical)"
PT Perfect Companion Indonesia,General & Wholesale Trading
PT Perfect Companion Indonesia Manufacturing,Manufacturing/Production
PT Perfect Global,General & Wholesale Trading
PT Perfect Graha Utama,General & Wholesale Trading
PT Perfect Nusantara,Consumer Products/FMCG
PT Perfecta Pratama,Consulting (Business & Management)
PT Perfekta Mitra Alihdaya,Human Resources Management / Consulting
PT Perfekta Nusa,General & Wholesale Trading
PT Perfetti Van Melle Indonesia,Manufacturing/Production
PT Performa Alam Lestari,Construction/Building/Engineering
PT PERFORMA MITRA INTERNASIONAL,Human Resources Management/Consulting
PT Performa Optima Komputindo,Computer / Information Technology (Hardware)
PT Performa Tour & Travel (Surabaya),Travel/Tourism
PT Performa Tour & Travel (Surabaya),Travel/Tourism
PT Performance Auto Centre,Automobile/Automotive Ancillary/Vehicle
PT PergiKuliner,Computer/Information Technology (Software)
PT Perigi Putra Sentosa,General & Wholesale Trading
PT Perigi Sempana (Spassion Nusa Dua),Grooming / Beauty / Fitness
PT Perikanan Nusantara (Persero),Marine / Aquaculture
PT PERINA MEDIKA EDUTAMA,Healthcare / Medical
PT Perinco Graha Lestari,Construction/Building/Engineering
PT Perindo Karya,Grooming / Beauty / Fitness
PT Perindustrian Bapak Djenggot (Orang Tua Group),Consumer Products/FMCG
PT Perintis Cahaya Timur,Consumer Products/FMCG
PT Perintis Citra Pratama,Transportation/Logistics
PT Perintis Genset,Heavy Industrial / Machinery / Equipment
PT Perintis Pelayanan Paripurna,Healthcare/Medical
PT Perintis Pelayanan Paripurna  ( Acc Bpk  Imran),Healthcare / Medical
PT Perintis Proteksi Sejahtera,"Consulting (IT, Science, Engineering & Technical)"
PT Perintis Sejahtera Mapan,Architectural Services/Interior Designing
PT Perintis Triniti Properti,Property/Real Estate
PT Periplus Bookindo,Education
PT Perisai Dinamika Abadi,Repair & Maintenance Services
PT Perisai Husada,BioTechnology/Pharmaceutical/Clinical research
PT Perissindo,"Consulting (IT, Science, Engineering & Technical)"
PT Perium Mitra Nusantara (Semarang),Computer / Information Technology (Hardware)
PT Perkasa Abdi Bhuana,General & Wholesale Trading
PT Perkasa Adi daya,Electrical & Electronics
PT Perkasa Adi Daya Indonesia,Electrical & Electronics
PT Perkasa Adiguna Sembada,Property/Real Estate
PT PERKASA AGUNG SEJATI Makassar,Agricultural/Plantation/Poultry/Fisheries
PT Perkasa Bermitra Sentosa,Entertainment/Media
PT Perkasa Beton Abadi,Construction/Building/Engineering
PT Perkasa Beton Batam,Construction / Building / Engineering
PT Perkasa Interindo,Electrical & Electronics
PT Perkasa Internusa Mandiri (PIM),Property/Real Estate
PT Perkasa Inti Lestari,Travel/Tourism
PT Perkasa Jaya Motor,Consumer Products/FMCG
PT Perkasa Makmur Cemerlang,Printing/Publishing
PT Perkasa Makmur Sejahtera,Retail/Merchandise
PT Perkasa Multi Persada,General & Wholesale Trading
PT Perkasa Petualang Indonesia,Retail/Merchandise
PT Perkasa Pilar Utama,"Consulting (IT, Science, Engineering & Technical)"
PT Perkasa Primarindo,Manufacturing/Production
PT Perkasa Surya Propertindo,Property/Real Estate
PT Perkasa Tehnik,Construction/Building/Engineering
PT Perkasa Tunggal Mandiri,Hotel/Hospitality
PT Perkebunan Hasfarm Sukokulon,Agricultural/Plantation/Poultry/Fisheries
PT Perkebunan Kalidjeruk Baru,Agricultural/Plantation/Poultry/Fisheries
PT Perkebunan Kaltim Utama I,Agricultural/Plantation/Poultry/Fisheries
PT Perkebunan Poly Kartika Sejahtera,Agricultural / Plantation / Poultry / Fisheries
PT Perkindo Mitra Analitika,BioTechnology/Pharmaceutical/Clinical research
PT Perkom Indah Murni (MidPlaza ICT Group),Computer/Information Technology (Software)
PT Perkonsuma,Manufacturing/Production
PT Permadi Wijaya,Consulting (Business & Management)
PT Permai Raya Wisata,Travel / Tourism
PT Permaisuri Ban Makasar,Automobile/Automotive Ancillary/Vehicle
PT Permaisuri Mitra Prima,Automobile / Automotive Ancillary / Vehicle
PT Permana Patti Assetama,Property / Real Estate
PT Permata Alam Guna Sejahtera,Construction/Building/Engineering
PT Permata Bahari Malindonesia,Manufacturing / Production
PT Permata Bearindo Sejahtera,Manufacturing/Production
PT Permata Berlian Realty,Hotel / Hospitality
PT Permata Birama Sakti,Property/Real Estate
PT Permata Boga Rasa,Food & Beverage / Catering / Restaurant
PT Permata Bumi Kencana,Property / Real Estate
PT Permata Bunda Bersama,Hotel / Hospitality
PT Permata Cipta Mandiri,Food & Beverage / Catering / Restaurant
PT Permata Cipta Rejeki,General & Wholesale Trading
PT Permata Drilling International,Oil / Gas / Petroleum
PT Permata Dunia Sukses Utama,Manufacturing / Production
PT Permata Dwitunggal Abadi,Transportation / Logistics
PT Permata Energy Resources,Mining
PT Permata Finance (Balikpapan),Banking / Financial Services
PT Permata Finance (Samarinda),Banking / Financial Services
PT Permata Finance Indonesia,Banking/Financial Services
PT Permata Graha Nusantara,Oil/Gas/Petroleum
PT Permata Graha Nusantara,Property/Real Estate
PT Permata Griya Asri,Property/Real Estate
PT Permata Hati,Others
PT Permata Hijau Automegah,Automobile / Automotive Ancillary / Vehicle
PT Permata Indah Cipta Graha,Others
PT Permata Indah Jaya,General & Wholesale Trading
PT Permata Indo Niaga,General & Wholesale Trading
PT Permata Indo Sejahtera,Human Resources Management / Consulting
PT Permata Indo Sejahtera (Kebayoran Lama),Human Resources Management/Consulting
PT Permata Indo Sejahtera (Medan),Human Resources Management/Consulting
PT Permata Indo Sejahtera Semarang,Human Resources Management / Consulting
PT Permata Indonesia,Human Resources Management/Consulting
PT Permata Indonesia (Bali),Human Resources Management / Consulting
PT Permata Indonesia (Surabaya),Human Resources Management / Consulting
PT Permata Indonesia Sejahtera,Human Resources Management/Consulting
PT PERMATA INDOSEJAHTERA,Human Resources Management/Consulting
PT Permata Intan Abadi,Hotel/Hospitality
PT Permata Karya Jasa,Human Resources Management/Consulting
PT Permata Karya Perdana (PEKAPE),Telecommunication
PT Permata Komunika Mediatama,Advertising / Marketing / Promotion / PR
PT Permata Mas Asia,Telecommunication
PT Permata Medialand,Property/Real Estate
PT Permata Offset Prima,Printing/Publishing
PT Permata OS Indonesia,Human Resources Management/Consulting
PT Permata Persada Pertiwi,Property/Real Estate
PT Permata Prima Electrical Engineering,Construction/Building/Engineering
PT Permata Prima Elektrindo,Electrical & Electronics
PT Permata Putera Mandiri,Manufacturing / Production
PT Permata Sakti Prasada,General & Wholesale Trading
PT Permata Sejahtra Buana,Computer/Information Technology (Software)
PT Permata Shafwah,Travel/Tourism
PT Permata Subur Lestari,Manufacturing/Production
PT Permata Tiga Nusantara,General & Wholesale Trading
PT PERMATA TIMUR MEDIKA,Retail/Merchandise
PT Permata Tristar,Healthcare / Medical
PT Permata Wacana Lestari,Entertainment/Media
PT Permirathi Gemah Raharja,General & Wholesale Trading
PT Permodalan BMT Ventura,Banking/Financial Services
PT Permodalan Nasional Madani (Aceh),Banking / Financial Services
PT Permodalan Nasional Madani (Balikpapan),Banking / Financial Services
PT Permodalan Nasional Madani (Jambi),Banking / Financial Services
PT Permodalan Nasional Madani (Lampung),Banking / Financial Services
PT Permodalan Nasional Madani (Makassar),Banking / Financial Services
PT Permodalan Nasional Madani (Manado),Banking / Financial Services
PT Permodalan Nasional Madani (Palembang),Banking/Financial Services
PT PERMODALAN NASIONAL MADANI (Persero),Banking/Financial Services
PT Permodalan Nasional Madani (Persero) Cabang Denpasar,Banking/Financial Services
PT Permodalan Nasional Madani (Persero) Cabang Kendari,Banking / Financial Services
PT Permodalan Nasional Madani (Persero) Cabang Semarang,Banking / Financial Services
PT Permodalan Nasional Madani (Pontianak),Banking / Financial Services
PT Permodalan Nasional Madani (Yogyakarta),Banking / Financial Services
PT Permodalan Nasional Madani Cabang Banjarmasin,Banking / Financial Services
PT Permodalan Nasional Madani Cabang Pati,Banking / Financial Services
PT Permodalan Nasional Madani Cabang Pekanbaru,Banking / Financial Services
PT Permodalan Nasional Madani Persero Cabang Solo,Banking/Financial Services
PT Permodalan Nasional Madani Surabaya,Banking / Financial Services
PT Pernadi Wiraperkasa,Others
PT Pernik Diva Nirwana,Printing / Publishing
PT Peroni Karya Sentra,Heavy Industrial/Machinery/Equipment
PT Persada Alam Mandiri,Property/Real Estate
PT Persada Angkasa Jaya,Consulting (Business & Management)
PT Persada Arkana Buana,Manufacturing/Production
PT Persada Bintang Cemerlang,Manufacturing / Production
PT Persada Capital (Jakarta),Consulting (Business & Management)
PT Persada Capital Investama,Banking/Financial Services
PT Persada Cipta Prima,Architectural Services/Interior Designing
PT Persada Diagnostik,BioTechnology / Pharmaceutical / Clinical research
PT Persada Dinamika Jaya,Construction/Building/Engineering
PT Persada Duta Beliton (Persada Indonesia),Travel/Tourism
PT Persada Gemilang Jaya,Accounting/Audit/Tax Services
PT Persada Graha Prima,Property/Real Estate
PT Persada Indo Development,Others
PT Persada Intan Negeri,General & Wholesale Trading
PT Persada Inti Utama,Telecommunication
PT Persada Karya Lestari Mandiri,Manufacturing/Production
PT PERSADA KENCANA NUSANTARA,Human Resources Management/Consulting
PT Persada Maju Mandiri,Property / Real Estate
PT Persada Makmur Sekawan Abadi,Construction/Building/Engineering
PT Persada Mandiri Sentosa,Heavy Industrial / Machinery / Equipment
PT Persada Medika Raya,Healthcare/Medical
